Address,Building Name,Zip Code,Bed,Bath,Avg SF,# Units,Mix %,Units Available Units,Units Available Percent,Avg Asking Rent/Unit,Avg Asking Rent/SF,Avg Effective Rent/Unit,Avg Effective Rent/SF,Concessions %,Year Built,Year Renovated,Units,Lande (Acres),Vacancy %,Washer/Dryer,Walk in Closet,Hardwood/Vinyl Floor,Walk Score,Transit Score,1 Mile Population,1 Mile Median Household Income,Miles from Domain,Miles from Downtown,
9010 Galewood Dr,Galewood Gardens,78758,1,1,603,93,97.90%,1,1.10%,900.00,1.49,897.00,1.49,0.003,1972,,95,2.47,1.10%,Yes but not in unit,0,0,66,45,28624,43316,4.46,8.07,
10300 Golden Meadow Dr,Brook Meadow Village,78758,0,1,400,12,7.70%,1,8.30%,700.00,1.75,694.00,1.73,0.009,1984,,156,5.54,2.60%,Yes in unit,1,0,58,41,20540,44335,2.51,9.65,
10300 Golden Meadow Dr,Brook Meadow Village,78758,1,1,535,12,7.70%,0,0.00%,818.00,1.53,815.00,1.52,0.003,1984,,156,5.54,2.60%,Yes in unit,1,0,58,41,20540,44335,2.51,9.65,
10300 Golden Meadow Dr,Brook Meadow Village,78758,1,1,601,41,26.30%,1,2.40%,827.00,1.38,824.00,1.37,0.004,1984,,156,5.54,2.60%,Yes in unit,1,0,58,41,20540,44335,2.51,9.65,
10300 Golden Meadow Dr,Brook Meadow Village,78758,1,1,657,11,7.10%,0,0.00%,904.00,1.38,901.00,1.37,0.004,1984,,156,5.54,2.60%,Yes in unit,1,0,58,41,20540,44335,2.51,9.65,
10300 Golden Meadow Dr,Brook Meadow Village,78758,1,1,727,24,15.40%,0,0.00%,1007.00,1.38,1003.00,1.38,0.004,1984,,156,5.54,2.60%,Yes in unit,1,0,58,41,20540,44335,2.51,9.65,
10300 Golden Meadow Dr,Brook Meadow Village,78758,1,1,805,10,6.40%,1,10.00%,925.00,1.15,922.00,1.14,0.004,1984,,156,5.54,2.60%,Yes in unit,1,0,58,41,20540,44335,2.51,9.65,
10300 Golden Meadow Dr,Brook Meadow Village,78758,2,1,815,18,11.50%,1,5.60%,1020.00,1.25,1016.00,1.25,0.004,1984,,156,5.54,2.60%,Yes in unit,1,0,58,41,20540,44335,2.51,9.65,
10300 Golden Meadow Dr,Brook Meadow Village,78758,2,2,933,12,7.70%,0,0.00%,1062.00,1.14,1058.00,1.13,0.004,1984,,156,5.54,2.60%,Yes in unit,1,0,58,41,20540,44335,2.51,9.65,
10300 Golden Meadow Dr,Brook Meadow Village,78758,2,2,1030,8,5.10%,0,0.00%,1163.00,1.13,1159.00,1.13,0.003,1984,,156,5.54,2.60%,Yes in unit,1,0,58,41,20540,44335,2.51,9.65,
10300 Golden Meadow Dr,Brook Meadow Village,78758,2,2,1072,8,5.10%,0,0.00%,1188.00,1.11,1184.00,1.10,0.003,1984,,156,5.54,2.60%,Yes in unit,1,0,58,41,20540,44335,2.51,9.65,
2600 Gracy Farms Ln,The Village at Gracy Farms,78758,1,1,659,60,19.50%,3,5.00%,1045.00,1.59,1038.00,1.58,0.006,1994,,308,17.01,7.80%,Yes in unit,1,1,47,38,18088,58671,2.04,12.03,
2600 Gracy Farms Ln,The Village at Gracy Farms,78758,1,1,749,72,23.40%,2,2.80%,1140.00,1.52,1133.00,1.51,0.006,1994,,308,17.01,7.80%,Yes in unit,1,1,47,38,18088,58671,2.04,12.03,
2600 Gracy Farms Ln,The Village at Gracy Farms,78758,2,2,933,60,19.50%,7,11.70%,1315.00,1.41,1276.00,1.37,0.030,1994,,308,17.01,7.80%,Yes in unit,1,1,47,38,18088,58671,2.04,12.03,
2600 Gracy Farms Ln,The Village at Gracy Farms,78758,2,2,1067,84,27.30%,9,10.70%,1400.00,1.31,1358.00,1.27,0.030,1994,,308,17.01,7.80%,Yes in unit,1,1,47,38,18088,58671,2.04,12.03,
2600 Gracy Farms Ln,The Village at Gracy Farms,78758,3,2,1219,32,10.40%,3,9.40%,1575.00,1.29,1564.00,1.28,0.007,1994,,308,17.01,7.80%,Yes in unit,1,1,47,38,18088,58671,2.04,12.03,
11900 Hobby Horse Ct,Radius at the Domain,78758,1,1,642,96,24.00%,6,6.30%,1004.00,1.56,997.00,1.55,0.007,1995,2007,400,20.13,9.80%,Yes in unit,0,1,48,38,17622,59494,1.70,11.70,
11900 Hobby Horse Ct,Radius at the Domain,78758,1,1,656,72,18.00%,6,8.30%,1014.00,1.55,1007.00,1.53,0.007,1995,2007,400,20.13,9.80%,Yes in unit,0,1,48,38,17622,59494,1.70,11.70,
11900 Hobby Horse Ct,Radius at the Domain,78758,2,2,835,44,11.00%,6,13.60%,1299.00,1.56,1290.00,1.54,0.007,1995,2007,400,20.13,9.80%,Yes in unit,0,1,48,38,17622,59494,1.70,11.70,
11900 Hobby Horse Ct,Radius at the Domain,78758,2,2,861,48,12.00%,3,6.30%,1289.00,1.50,1280.00,1.49,0.007,1995,2007,400,20.13,9.80%,Yes in unit,0,1,48,38,17622,59494,1.70,11.70,
11900 Hobby Horse Ct,Radius at the Domain,78758,2,2,886,60,15.00%,6,10.00%,1299.00,1.47,1290.00,1.46,0.007,1995,2007,400,20.13,9.80%,Yes in unit,0,1,48,38,17622,59494,1.70,11.70,
11900 Hobby Horse Ct,Radius at the Domain,78758,2,2,911,20,5.00%,6,30.00%,1344.00,1.48,1335.00,1.46,0.007,1995,2007,400,20.13,9.80%,Yes in unit,0,1,48,38,17622,59494,1.70,11.70,
11900 Hobby Horse Ct,Radius at the Domain,78758,3,2,1075,40,10.00%,2,5.00%,1629.00,1.52,1618.00,1.50,0.007,1995,2007,400,20.13,9.80%,Yes in unit,0,1,48,38,17622,59494,1.70,11.70,
11900 Hobby Horse Ct,Radius at the Domain,78758,3,2,1101,20,5.00%,4,20.00%,1549.00,1.41,1538.00,1.40,0.007,1995,2007,400,20.13,9.80%,Yes in unit,0,1,48,38,17622,59494,1.70,11.70,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,0,1,324,13,2.20%,0,0.00%,1120.00,3.46,1027.00,3.17,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,0,1,348,5,0.90%,0,0.00%,1225.00,3.52,1123.00,3.23,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,0,1,497,38,6.50%,0,0.00%,1198.00,2.41,1098.00,2.21,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,0,1,507,29,4.90%,0,0.00%,1248.00,2.46,1144.00,2.26,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,1,1,604,52,8.90%,0,0.00%,1404.00,2.32,1287.00,2.13,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,1,1,648,10,1.70%,0,0.00%,1411.00,2.18,1293.00,2.00,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,1,1,673,50,8.50%,0,0.00%,1436.00,2.13,1316.00,1.96,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,1,1,687,24,4.10%,0,0.00%,1488.00,2.17,1364.00,1.99,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,1,1,690,4,0.70%,0,0.00%,1436.00,2.08,1316.00,1.91,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,1,1,702,115,19.60%,0,0.00%,1501.00,2.14,1376.00,1.96,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,1,1,716,24,4.10%,0,0.00%,1535.00,2.14,1407.00,1.97,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,1,1,828,32,5.50%,0,0.00%,1663.00,2.01,1524.00,1.84,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,1,1,846,15,2.60%,0,0.00%,1724.00,2.04,1580.00,1.87,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,1,1,852,4,0.70%,0,0.00%,1729.00,2.03,1584.00,1.86,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,1,1,908,24,4.10%,0,0.00%,1847.00,2.03,1693.00,1.86,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,1,1,925,21,3.60%,0,0.00%,1833.00,1.98,1680.00,1.82,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,1,1,990,2,0.30%,0,0.00%,2159.00,2.18,1979.00,2.00,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,2,1,1084,3,0.50%,0,0.00%,2078.00,1.92,1905.00,1.76,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,2,1,1085,1,0.20%,0,0.00%,2077.00,1.91,1904.00,1.75,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,2,1,1185,1,0.20%,0,0.00%,2330.00,1.97,2136.00,1.80,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,2,1,1199,19,3.20%,0,0.00%,2523.00,2.10,2313.00,1.93,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,2,1,1251,8,1.40%,0,0.00%,2422.00,1.94,2220.00,1.77,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,2,2,1051,43,7.30%,0,0.00%,1952.00,1.86,1790.00,1.70,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,2,2,1056,8,1.40%,0,0.00%,2043.00,1.93,1873.00,1.77,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,2,2,1067,4,0.70%,0,0.00%,2045.00,1.92,1874.00,1.76,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,2,2,1085,9,1.50%,0,0.00%,2007.00,1.85,1840.00,1.70,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,2,2,1115,1,0.20%,0,0.00%,2147.00,1.93,1968.00,1.77,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,2,2,1142,5,0.90%,0,0.00%,2023.00,1.77,1855.00,1.62,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,2,2,1179,5,0.90%,0,0.00%,2266.00,1.92,2077.00,1.76,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,2,2,1286,2,0.30%,0,0.00%,2523.00,1.96,2313.00,1.80,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,2,2,1332,5,0.90%,0,0.00%,2422.00,1.82,2220.00,1.67,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,2,2,1337,5,0.90%,0,0.00%,2422.00,1.81,2220.00,1.66,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
3000 Kramer Ln,Gallery at Domain Parkside and Edge,78758,2,2,1338,6,1.00%,0,0.00%,2520.00,1.88,2310.00,1.73,0.083,2017,,587,,0.00%,Yes in unit,0,1,53,46,8439,70095,0.66,11.52,
12345 Lamplight Village Ave,Renaissance at North Bend,78758,1,1,678,96,26.20%,10,10.40%,952.00,1.40,949.00,1.40,0.004,1999,,366,16.99,13.70%,Yes in unit,1,1,60,33,15143,59158,2.67,12.10,
12345 Lamplight Village Ave,Renaissance at North Bend,78758,1,1,728,60,16.40%,10,16.70%,977.00,1.34,974.00,1.34,0.004,1999,,366,16.99,13.70%,Yes in unit,1,1,60,33,15143,59158,2.67,12.10,
12345 Lamplight Village Ave,Renaissance at North Bend,78758,2,2,980,66,18.00%,6,9.10%,1156.00,1.18,1152.00,1.18,0.004,1999,,366,16.99,13.70%,Yes in unit,1,1,60,33,15143,59158,2.67,12.10,
12345 Lamplight Village Ave,Renaissance at North Bend,78758,2,2,1165,64,17.50%,10,15.60%,1219.00,1.05,1215.00,1.04,0.004,1999,,366,16.99,13.70%,Yes in unit,1,1,60,33,15143,59158,2.67,12.10,
12345 Lamplight Village Ave,Renaissance at North Bend,78758,3,2,1333,32,8.70%,4,12.50%,1499.00,1.12,1399.00,1.05,0.067,1999,,366,16.99,13.70%,Yes in unit,1,1,60,33,15143,59158,2.67,12.10,
12345 Lamplight Village Ave,Renaissance at North Bend,78758,3,2,1370,48,13.10%,10,20.80%,1499.00,1.09,1399.00,1.02,0.067,1999,,366,16.99,13.70%,Yes in unit,1,1,60,33,15143,59158,2.67,12.10,
1070 Mearns Meadow Blvd,The Vibe,78758,1,1,474,44,19.50%,2,4.60%,793.00,1.67,793.00,1.67,0.000,1984,,226,9.64,5.30%,Yes in unit,1,1,54,48,34530,42460,3.79,8.59,
1070 Mearns Meadow Blvd,The Vibe,78758,1,1,564,44,19.50%,3,6.80%,808.00,1.43,808.00,1.43,0.000,1984,,226,9.64,5.30%,Yes in unit,1,1,54,48,34530,42460,3.79,8.59,
1070 Mearns Meadow Blvd,The Vibe,78758,1,1,570,48,21.20%,4,8.30%,820.00,1.44,820.00,1.44,0.000,1984,,226,9.64,5.30%,Yes in unit,1,1,54,48,34530,42460,3.79,8.59,
1070 Mearns Meadow Blvd,The Vibe,78758,1,1,648,4,1.80%,0,0.00%,658.00,1.02,658.00,1.02,0.000,1984,,226,9.64,5.30%,Yes in unit,1,1,54,48,34530,42460,3.79,8.59,
1070 Mearns Meadow Blvd,The Vibe,78758,1,1,728,22,9.70%,0,0.00%,668.00,0.92,668.00,0.92,0.000,1984,,226,9.64,5.30%,Yes in unit,1,1,54,48,34530,42460,3.79,8.59,
1070 Mearns Meadow Blvd,The Vibe,78758,2,1,788,16,7.10%,0,0.00%,813.00,1.03,813.00,1.03,0.000,1984,,226,9.64,5.30%,Yes in unit,1,1,54,48,34530,42460,3.79,8.59,
1070 Mearns Meadow Blvd,The Vibe,78758,2,1,866,4,1.80%,1,25.00%,1004.00,1.16,1004.00,1.16,0.000,1984,,226,9.64,5.30%,Yes in unit,1,1,54,48,34530,42460,3.79,8.59,
1070 Mearns Meadow Blvd,The Vibe,78758,2,2,976,36,15.90%,1,2.80%,1011.00,1.04,1011.00,1.04,0.000,1984,,226,9.64,5.30%,Yes in unit,1,1,54,48,34530,42460,3.79,8.59,
1070 Mearns Meadow Blvd,The Vibe,78758,2,2,1080,8,3.50%,1,12.50%,1237.00,1.15,1237.00,1.15,0.000,1984,,226,9.64,5.30%,Yes in unit,1,1,54,48,34530,42460,3.79,8.59,
1200 Mearns Meadow Blvd,Amor,78758,0,1,396,20,15.20%,0,0.00%,745.00,1.88,745.00,1.88,0.000,1984,,132,3.94,2.30%,Yes in unit,1,0,47,45,34798,42258,3.32,8.40,
1200 Mearns Meadow Blvd,Amor,78758,1,1,545,88,66.70%,3,3.40%,852.00,1.56,852.00,1.56,0.000,1984,,132,3.94,2.30%,Yes in unit,1,0,47,45,34798,42258,3.32,8.40,
1200 Mearns Meadow Blvd,Amor,78758,2,2,875,24,18.20%,0,0.00%,1107.00,1.27,1107.00,1.27,0.000,1984,,132,3.94,2.30%,Yes in unit,1,0,47,45,34798,42258,3.32,8.40,
11511 Metric Blvd,Trails of Walnut Creek,78758,1,1,481,34,21.80%,6,17.70%,845.00,1.76,747.00,1.55,0.116,1985,,156,5.73,10.30%,Yes in unit,1,1,31,38,15600,59596,2.09,11.09,
11511 Metric Blvd,Trails of Walnut Creek,78758,1,1,575,33,21.20%,2,6.10%,920.00,1.60,813.00,1.41,0.116,1985,,156,5.73,10.30%,Yes in unit,1,1,31,38,15600,59596,2.09,11.09,
11511 Metric Blvd,Trails of Walnut Creek,78758,1,1,658,33,21.20%,8,24.20%,895.00,1.36,791.00,1.20,0.116,1985,,156,5.73,10.30%,Yes in unit,1,1,31,38,15600,59596,2.09,11.09,
11511 Metric Blvd,Trails of Walnut Creek,78758,2,2,883,26,16.70%,0,0.00%,1110.00,1.26,1020.00,1.16,0.081,1985,,156,5.73,10.30%,Yes in unit,1,1,31,38,15600,59596,2.09,11.09,
11511 Metric Blvd,Trails of Walnut Creek,78758,2,2,917,30,19.20%,0,0.00%,1235.00,1.35,1135.00,1.24,0.081,1985,,156,5.73,10.30%,Yes in unit,1,1,31,38,15600,59596,2.09,11.09,
11700 Metric Blvd,Lincoln Oaks Apartments,78758,1,1,542,96,32.40%,5,5.20%,945.00,1.74,907.00,1.67,0.040,1986,,296,11.01,4.10%,Yes in unit,1,1,41,40,16333,60792,2.00,11.00,
11700 Metric Blvd,Lincoln Oaks Apartments,78758,1,1,636,96,32.40%,6,6.30%,970.00,1.53,931.00,1.46,0.040,1986,,296,11.01,4.10%,Yes in unit,1,1,41,40,16333,60792,2.00,11.00,
11700 Metric Blvd,Lincoln Oaks Apartments,78758,1,1,751,36,12.20%,1,2.80%,1035.00,1.38,994.00,1.32,0.040,1986,,296,11.01,4.10%,Yes in unit,1,1,41,40,16333,60792,2.00,11.00,
11700 Metric Blvd,Lincoln Oaks Apartments,78758,2,2,944,36,12.20%,0,0.00%,1195.00,1.27,1195.00,1.27,0.000,1986,,296,11.01,4.10%,Yes in unit,1,1,41,40,16333,60792,2.00,11.00,
11700 Metric Blvd,Lincoln Oaks Apartments,78758,2,2,979,32,10.80%,0,0.00%,1330.00,1.36,1330.00,1.36,0.000,1986,,296,11.01,4.10%,Yes in unit,1,1,41,40,16333,60792,2.00,11.00,
11701 Metric Blvd,Bradford Pointe,78758,1,1,481,56,21.20%,8,14.30%,728.00,1.51,728.00,1.51,0.000,1984,,264,9.23,8.30%,Yes in unit,0,0,43,38,15639,59342,2.82,13.22,
11701 Metric Blvd,Bradford Pointe,78758,1,1,575,52,19.70%,4,7.70%,1079.00,1.88,1079.00,1.88,0.000,1984,,264,9.23,8.30%,Yes in unit,0,0,43,38,15639,59342,2.82,13.22,
11701 Metric Blvd,Bradford Pointe,78758,1,1,658,52,19.70%,4,7.70%,1139.00,1.73,1139.00,1.73,0.000,1984,,264,9.23,8.30%,Yes in unit,0,0,43,38,15639,59342,2.82,13.22,
11701 Metric Blvd,Bradford Pointe,78758,2,2,883,52,19.70%,2,3.90%,1022.00,1.16,1022.00,1.16,0.000,1984,,264,9.23,8.30%,Yes in unit,0,0,43,38,15639,59342,2.82,13.22,
11701 Metric Blvd,Bradford Pointe,78758,2,2,917,52,19.70%,4,7.70%,966.00,1.05,966.00,1.05,0.000,1984,,264,9.23,8.30%,Yes in unit,0,0,43,38,15639,59342,2.82,13.22,
12001 Metric Blvd,NorthStar Apartments,78758,1,1,495,96,48.00%,8,8.30%,965.00,1.95,965.00,1.95,0.000,1985,2016,200,7.56,7.00%,Yes in unit,1,0,29,36,17397,57490,2.98,12.79,
12001 Metric Blvd,NorthStar Apartments,78758,1,1,620,56,28.00%,6,10.70%,1059.00,1.71,1059.00,1.71,0.000,1985,2016,200,7.56,7.00%,Yes in unit,1,0,29,36,17397,57490,2.98,12.79,
12001 Metric Blvd,NorthStar Apartments,78758,2,2,920,40,20.00%,0,0.00%,1230.00,1.34,1230.00,1.34,0.000,1985,2016,200,7.56,7.00%,Yes in unit,1,0,29,36,17397,57490,2.98,12.79,
12001 Metric Blvd,NorthStar Apartments,78758,2,2,1188,8,4.00%,0,0.00%,1344.00,1.13,1344.00,1.13,0.000,1985,2016,200,7.56,7.00%,Yes in unit,1,0,29,36,17397,57490,2.98,12.79,
12100 Metric Blvd,Griffis North Austin,78758,1,1,649,99,25.80%,7,7.10%,1124.00,1.73,1124.00,1.73,0.000,1995,,384,0.00,7.30%,Yes in unit,1,0,49,35,16731,56432,3.03,12.73,
12100 Metric Blvd,Griffis North Austin,78758,1,1,684,6,1.60%,0,0.00%,1046.00,1.53,1046.00,1.53,0.000,1995,,384,0.00,7.30%,Yes in unit,1,0,49,35,16731,56432,3.03,12.73,
12100 Metric Blvd,Griffis North Austin,78758,1,1,803,68,17.70%,4,5.90%,1275.00,1.59,1275.00,1.59,0.000,1995,,384,0.00,7.30%,Yes in unit,1,0,49,35,16731,56432,3.03,12.73,
12100 Metric Blvd,Griffis North Austin,78758,1,1,857,54,14.10%,5,9.30%,1303.00,1.52,1303.00,1.52,0.000,1995,,384,0.00,7.30%,Yes in unit,1,0,49,35,16731,56432,3.03,12.73,
12100 Metric Blvd,Griffis North Austin,78758,2,1,932,30,7.80%,6,20.00%,1410.00,1.51,1410.00,1.51,0.000,1995,,384,0.00,7.30%,Yes in unit,1,0,49,35,16731,56432,3.03,12.73,
12100 Metric Blvd,Griffis North Austin,78758,2,2,1064,61,15.90%,1,1.60%,1632.00,1.53,1632.00,1.53,0.000,1995,,384,0.00,7.30%,Yes in unit,1,0,49,35,16731,56432,3.03,12.73,
12100 Metric Blvd,Griffis North Austin,78758,2,2,1126,30,7.80%,1,3.30%,1495.00,1.33,1495.00,1.33,0.000,1995,,384,0.00,7.30%,Yes in unit,1,0,49,35,16731,56432,3.03,12.73,
12100 Metric Blvd,Griffis North Austin,78758,2,2,1244,18,4.70%,1,5.60%,1452.00,1.17,1452.00,1.17,0.000,1995,,384,0.00,7.30%,Yes in unit,1,0,49,35,16731,56432,3.03,12.73,
12100 Metric Blvd,Griffis North Austin,78758,3,2,1367,18,4.70%,3,16.70%,1626.00,1.19,1491.00,1.09,0.083,1995,,384,0.00,7.30%,Yes in unit,1,0,49,35,16731,56432,3.03,12.73,
12113 Metric Blvd,Madison at Walnut Creek,78758,1,1,602,84,24.60%,4,4.80%,905.00,1.50,900.00,1.49,0.006,1996,,342,20.13,7.00%,Yes in unit,1,1,47,34,17286,57070,2.77,12.57,
12113 Metric Blvd,Madison at Walnut Creek,78758,1,1,704,72,21.10%,4,5.60%,960.00,1.36,955.00,1.36,0.006,1996,,342,20.13,7.00%,Yes in unit,1,1,47,34,17286,57070,2.77,12.57,
12113 Metric Blvd,Madison at Walnut Creek,78758,1,1,782,42,12.30%,4,9.50%,975.00,1.25,970.00,1.24,0.006,1996,,342,20.13,7.00%,Yes in unit,1,1,47,34,17286,57070,2.77,12.57,
12113 Metric Blvd,Madison at Walnut Creek,78758,2,1,912,36,10.50%,2,5.60%,1055.00,1.16,1049.00,1.15,0.006,1996,,342,20.13,7.00%,Yes in unit,1,1,47,34,17286,57070,2.77,12.57,
12113 Metric Blvd,Madison at Walnut Creek,78758,2,2,1028,72,21.10%,4,5.60%,1350.00,1.31,1342.00,1.31,0.006,1996,,342,20.13,7.00%,Yes in unit,1,1,47,34,17286,57070,2.77,12.57,
12113 Metric Blvd,Madison at Walnut Creek,78758,2,2,1209,24,7.00%,2,8.30%,1475.00,1.22,1467.00,1.21,0.006,1996,,342,20.13,7.00%,Yes in unit,1,1,47,34,17286,57070,2.77,12.57,
12113 Metric Blvd,Madison at Walnut Creek,78758,3,2,1352,12,3.50%,4,33.30%,1550.00,1.15,1535.00,1.13,0.010,1996,,342,20.13,7.00%,Yes in unit,1,1,47,34,17286,57070,2.77,12.57,
12330 Metric Blvd,Enclave at Waters Edge,78758,1,1,444,24,13.00%,0,0.00%,751.00,1.69,751.00,1.69,0.000,1985,,184,6.62,4.90%,Yes in unit,1,1,61,33,15756,58806,2.74,12.56,
12330 Metric Blvd,Enclave at Waters Edge,78758,1,1,513,30,16.30%,1,3.30%,841.00,1.64,841.00,1.64,0.000,1985,,184,6.62,4.90%,Yes in unit,1,1,61,33,15756,58806,2.74,12.56,
12330 Metric Blvd,Enclave at Waters Edge,78758,1,1,752,44,23.90%,1,2.30%,1251.00,1.66,1251.00,1.66,0.000,1985,,184,6.62,4.90%,Yes in unit,1,1,61,33,15756,58806,2.74,12.56,
12330 Metric Blvd,Enclave at Waters Edge,78758,1,1,785,10,5.40%,0,0.00%,863.00,1.10,863.00,1.10,0.000,1985,,184,6.62,4.90%,Yes in unit,1,1,61,33,15756,58806,2.74,12.56,
12330 Metric Blvd,Enclave at Waters Edge,78758,2,2,970,24,13.00%,1,4.20%,1299.00,1.34,1299.00,1.34,0.000,1985,,184,6.62,4.90%,Yes in unit,1,1,61,33,15756,58806,2.74,12.56,
12330 Metric Blvd,Enclave at Waters Edge,78758,2,3,956,52,28.30%,6,11.50%,1062.00,1.11,1062.00,1.11,0.000,1985,,184,6.62,4.90%,Yes in unit,1,1,61,33,15756,58806,2.74,12.56,
12349 Metric Blvd,Camden Huntingdon,78758,1,1,703,78,19.60%,9,11.50%,1139.00,1.62,1139.00,1.62,0.000,1995,,398,18.49,8.00%,Yes in unit,1,0,43,34,15912,59449,3.63,12.04,
12349 Metric Blvd,Camden Huntingdon,78758,1,1,794,120,30.20%,5,4.20%,1189.00,1.50,1189.00,1.50,0.000,1995,,398,18.49,8.00%,Yes in unit,1,0,43,34,15912,59449,3.63,12.04,
12349 Metric Blvd,Camden Huntingdon,78758,1,1,909,48,12.10%,2,4.20%,1329.00,1.46,1329.00,1.46,0.000,1995,,398,18.49,8.00%,Yes in unit,1,0,43,34,15912,59449,3.63,12.04,
12349 Metric Blvd,Camden Huntingdon,78758,2,2,1060,40,10.10%,2,5.00%,1399.00,1.32,1399.00,1.32,0.000,1995,,398,18.49,8.00%,Yes in unit,1,0,43,34,15912,59449,3.63,12.04,
12349 Metric Blvd,Camden Huntingdon,78758,2,2,1101,112,28.10%,14,12.50%,1409.00,1.28,1409.00,1.28,0.000,1995,,398,18.49,8.00%,Yes in unit,1,0,43,34,15912,59449,3.63,12.04,
